Status,Ticket ID,Priority,Support Channel,Issue Category,Agent Name,Created DateTime,SLA Resolve Due,SLA First Response Due,Resolution DateTime,First Response DateTime,Interaction Count,CSAT Score,Product Segment,Support Tier,Country,Resolution Hours,First Response Minutes,Single Touch Flag,Res SLA Breach,FR SLA Breach,Agent Joining Date,Experience Level,,
Resolved,TKT-2284,Medium,Phone,Pricing and licensing,Sheela Cutten,2023-06-06 21:50:46,2023-06-08 21:50:46,2023-06-06 21:52:46,2023-06-07 19:08:34,2023-06-06 21:52:39,4,,Other,Tier 1,Italy,21.3,2,0,0,0,2019-07-10,Senior,,
Closed,TKT-2285,Medium,Phone,Product setup,Kristos Westoll,2023-06-06 06:29:54,2023-06-08 06:29:54,2023-06-06 06:31:54,2023-06-07 19:55:28,2023-06-06 06:30:08,1,2,Ready to use Software,Tier 1,United Kingdom,37.43,0,1,0,0,2021-10-18,Mid-Level,,
Closed,TKT-2287,Medium,Email,Feature request,Bernard Beckley,2023-06-06 13:23:19,2023-06-08 13:23:19,2023-06-06 14:23:19,2023-06-07 12:50:56,2023-06-06 13:35:02,3,5,Ready to use Software,Tier 1,Spain,23.46,12,0,0,0,2019-11-20,Senior,,
Resolved,TKT-2288,Low,Chat,Product setup,Michele Whyatt,2023-06-06 11:06:41,2023-06-07 11:06:41,2023-06-06 11:08:41,2023-06-07 05:14:52,2023-06-06 11:06:53,8,,Other,Tier 2,Austria,18.14,0,0,0,0,2022-04-10,Junior,,
Closed,TKT-2289,Medium,Chat,Pricing and licensing,Bernard Beckley,2023-06-07 19:00:40,2023-06-08 19:00:40,2023-06-07 19:02:40,2023-06-08 15:23:14,2023-06-07 19:02:11,4,4,Custom software development,Tier 1,Poland,20.38,2,0,0,0,2019-11-20,Senior,,
Resolved,TKT-2290,Low,Email,Pricing and licensing,Connor Danielovitch,2023-06-07 18:11:08,2023-06-09 18:11:08,2023-06-07 19:11:08,2023-06-07 19:13:20,2023-06-07 18:34:10,3,,Custom software development,Tier 1,Bulgaria,1.04,23,0,0,0,2018-02-15,Senior,,
Closed,TKT-2291,Medium,Email,Pricing and licensing,Nicola Wane,2023-06-07 20:16:46,2023-06-09 20:16:46,2023-06-07 21:16:46,2023-06-08 03:43:35,2023-06-08 03:57:38,1,4,Ready to use Software,Tier 1,Czech Republic,7.45,461,1,0,1,2021-03-12,Mid-Level,,
Closed,TKT-2293,Low,Email,Purchasing and invoicing,Adolpho Messingham,2023-06-07 14:19:45,2023-06-09 14:19:45,2023-06-07 15:19:45,2023-06-07 19:33:40,2023-06-07 15:09:43,3,5,Other,Tier 2,France,5.23,50,0,0,0,2020-05-15,Mid-Level,,
In Progress,TKT-2294,Medium,Chat,Product setup,Connor Danielovitch,2023-06-07 20:19:54,2023-06-08 20:19:54,2023-06-07 20:21:54,,2023-06-07 20:21:30,9,,Training and Consulting Services,Tier 1,United Kingdom,,2,0,,0,2018-02-15,Senior,,
In Progress,TKT-2295,Low,Chat,Product setup,Sheela Cutten,2023-06-07 10:55:09,2023-06-08 10:55:09,2023-06-07 10:57:09,,2023-06-07 10:56:35,6,,Other,Tier 1,Poland,,1,0,,0,2019-07-10,Senior,,
Resolved,TKT-2296,Low,Email,Pricing and licensing,Sheela Cutten,2023-06-07 11:43:39,2023-06-09 11:43:39,2023-06-07 12:43:39,2023-06-07 18:16:20,2023-06-07 12:37:01,7,,Ready to use Software,Tier 1,Poland,6.54,53,0,0,0,2019-07-10,Senior,,
Resolved,TKT-2297,High,Chat,Pricing and licensing,Nicola Wane,2023-06-07 00:04:06,2023-06-08 00:04:06,2023-06-07 00:06:06,2023-06-07 06:54:05,2023-06-07 00:04:11,6,,Other,Tier 1,Czech Republic,6.83,0,0,0,0,2021-03-12,Mid-Level,,
In Progress,TKT-2298,Low,Email,Purchasing and invoicing,Michele Whyatt,2023-06-07 02:16:11,2023-06-09 02:16:11,2023-06-07 03:16:11,,2023-06-07 03:03:18,3,,Custom software development,Tier 2,Poland,,47,0,,0,2022-04-10,Junior,,
Closed,TKT-2299,High,Email,Product setup,Heather Urry,2023-06-08 15:54:13,2023-06-10 15:54:13,2023-06-08 16:54:13,2023-06-10 01:10:01,2023-06-08 16:20:51,1,4,Custom software development,Tier 2,Germany,33.26,27,1,0,0,2022-09-25,Junior,,
Closed,TKT-2300,Low,Email,Feature request,Adolpho Messingham,2023-06-08 03:34:17,2023-06-10 03:34:17,2023-06-08 04:34:17,2023-06-09 05:49:32,2023-06-08 03:44:09,1,2,Custom software development,Tier 2,Bulgaria,26.25,10,1,0,0,2020-05-15,Mid-Level,,
Closed,TKT-2301,Medium,Email,Feature request,Bernard Beckley,2023-06-08 16:52:30,2023-06-10 16:52:30,2023-06-08 17:52:30,2023-06-14 04:55:54,2023-06-08 17:48:39,3,4,Custom software development,Tier 1,Republic of Ireland,132.06,56,0,1,0,2019-11-20,Senior,,
In Progress,TKT-2302,Low,Chat,Pricing and licensing,Connor Danielovitch,2023-06-08 00:17:24,2023-06-09 00:17:24,2023-06-08 00:19:24,,2023-06-08 00:18:03,8,,Custom software development,Tier 1,France,,1,0,,0,2018-02-15,Senior,,
In Progress,TKT-2304,Low,Email,Pricing and licensing,Nicola Wane,2023-06-09 20:18:40,2023-06-11 20:18:40,2023-06-09 21:18:40,,2023-06-09 21:00:30,1,,Custom software development,Tier 1,United Kingdom,,42,1,,0,2021-03-12,Mid-Level,,
Closed,TKT-2305,Low,Email,Pricing and licensing,Sheela Cutten,2023-06-09 15:57:03,2023-06-11 15:57:03,2023-06-09 16:57:03,2023-06-11 11:37:38,2023-06-09 16:12:31,10,5,Training and Consulting Services,Tier 1,Poland,43.68,15,0,0,0,2019-07-10,Senior,,
Closed,TKT-2306,Low,Chat,Product setup,Heather Urry,2023-06-09 23:12:15,2023-06-10 23:12:15,2023-06-09 23:14:15,2023-06-10 02:15:40,2023-06-09 23:13:57,7,3,Custom software development,Tier 2,Italy,3.06,2,0,0,0,2022-09-25,Junior,,
In Progress,TKT-2307,High,Email,Bug report,Adolpho Messingham,2023-06-09 00:30:42,2023-06-11 00:30:42,2023-06-09 01:30:42,,2023-06-09 00:36:53,2,,Ready to use Software,Tier 2,Austria,,6,0,,0,2020-05-15,Mid-Level,,
Closed,TKT-2309,Low,Chat,Bug report,Adolpho Messingham,2023-06-09 15:51:47,2023-06-10 15:51:47,2023-06-09 15:53:47,2023-06-10 00:04:18,2023-06-09 15:54:22,3,3,Custom software development,Tier 2,Greece,8.21,3,0,0,1,2020-05-15,Mid-Level,,
Closed,TKT-2310,Low,Chat,Bug report,Connor Danielovitch,2023-06-09 13:39:42,2023-06-10 13:39:42,2023-06-09 13:41:42,2023-06-09 16:01:08,2023-06-09 13:41:25,60,3,Training and Consulting Services,Tier 1,Germany,2.36,2,0,0,0,2018-02-15,Senior,,
Closed,TKT-2311,High,Email,Pricing and licensing,Kristos Westoll,2023-06-09 15:21:40,2023-06-11 15:21:40,2023-06-09 16:21:40,2023-06-10 01:55:26,2023-06-09 15:37:05,1,5,Custom software development,Tier 1,Republic of Ireland,10.56,15,1,0,0,2021-10-18,Mid-Level,,
In Progress,TKT-2313,Low,Email,Pricing and licensing,Kristos Westoll,2023-06-10 03:28:37,2023-06-12 03:28:37,2023-06-10 04:28:37,,2023-06-10 03:36:28,10,,Custom software development,Tier 1,Austria,,8,0,,0,2021-10-18,Mid-Level,,
Resolved,TKT-2321,Medium,Chat,Product setup,Heather Urry,2023-06-10 05:14:08,2023-06-11 05:14:08,2023-06-10 05:16:08,2023-06-10 16:07:45,2023-06-10 05:15:57,6,,Ready to use Software,Tier 2,France,10.89,2,0,0,0,2022-09-25,Junior,,
Resolved,TKT-2322,Low,Chat,Feature request,Connor Danielovitch,2023-06-10 15:57:39,2023-06-11 15:57:39,2023-06-10 15:59:39,2023-06-11 10:32:41,2023-06-10 15:59:34,5,,Ready to use Software,Tier 1,France,18.58,2,0,0,0,2018-02-15,Senior,,
Closed,TKT-2323,Low,Email,Product setup,Heather Urry,2023-06-10 02:58:45,2023-06-12 02:58:45,2023-06-10 03:58:45,2023-06-11 15:01:23,2023-06-10 10:20:29,2,5,Training and Consulting Services,Tier 2,France,36.04,442,0,0,1,2022-09-25,Junior,,
Resolved,TKT-2324,High,Phone,Product setup,Sheela Cutten,2023-06-10 03:37:03,2023-06-12 03:37:03,2023-06-10 03:39:03,2023-06-10 09:37:16,2023-06-10 03:38:59,1,,Training and Consulting Services,Tier 1,Czech Republic,6,2,1,0,0,2019-07-10,Senior,,
Resolved,TKT-2325,Low,Email,Pricing and licensing,Heather Urry,2023-06-11 17:44:56,2023-06-13 17:44:56,2023-06-11 18:44:56,2023-06-13 04:25:03,2023-06-11 18:11:39,8,,Ready to use Software,Tier 2,Slovenia,34.67,27,0,0,0,2022-09-25,Junior,,
Closed,TKT-2332,Medium,Chat,Pricing and licensing,Connor Danielovitch,2023-06-12 18:07:44,2023-06-13 18:07:44,2023-06-12 18:09:44,2023-06-12 23:16:38,2023-06-12 18:09:43,6,4,Other,Tier 1,Poland,5.15,2,0,0,0,2018-02-15,Senior,,
Closed,TKT-2333,Low,Chat,Purchasing and invoicing,Adolpho Messingham,2023-06-12 08:43:13,2023-06-13 08:43:13,2023-06-12 08:45:13,2023-06-13 06:10:37,2023-06-12 08:44:40,6,1,Ready to use Software,Tier 2,Greece,21.46,1,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-2334,Low,Chat,Pricing and licensing,Michele Whyatt,2023-06-12 18:04:14,2023-06-13 18:04:14,2023-06-12 18:06:14,2023-06-16 06:26:09,2023-06-12 18:05:44,4,,Ready to use Software,Tier 2,Spain,84.37,2,0,1,0,2022-04-10,Junior,,
Closed,TKT-2335,Low,Email,Bug report,Bernard Beckley,2023-06-12 14:05:37,2023-06-14 14:05:37,2023-06-12 15:05:37,2023-06-13 19:56:43,2023-06-12 14:16:41,3,5,Ready to use Software,Tier 1,Republic of Ireland,29.85,11,0,0,0,2019-11-20,Senior,,
In Progress,TKT-2336,Low,Email,Purchasing and invoicing,Nicola Wane,2023-06-12 04:41:42,2023-06-14 04:41:42,2023-06-12 05:41:42,,2023-06-12 05:32:53,1,,Other,Tier 1,United Kingdom,,51,1,,0,2021-03-12,Mid-Level,,
In Progress,TKT-2337,Low,Chat,Feature request,Adolpho Messingham,2023-06-12 20:04:14,2023-06-13 20:04:14,2023-06-12 20:06:14,,2023-06-12 20:05:32,3,,Ready to use Software,Tier 2,Czech Republic,,1,0,,0,2020-05-15,Mid-Level,,
Resolved,TKT-2338,Low,Chat,Purchasing and invoicing,Sheela Cutten,2023-06-12 17:39:34,2023-06-13 17:39:34,2023-06-12 17:41:34,2023-06-13 10:42:42,2023-06-12 17:41:15,5,,Other,Tier 1,United Kingdom,17.05,2,0,0,0,2019-07-10,Senior,,
Closed,TKT-2339,Low,Email,Pricing and licensing,Adolpho Messingham,2023-06-12 02:59:16,2023-06-14 02:59:16,2023-06-12 03:59:16,2023-06-13 07:09:26,2023-06-12 03:54:00,8,3,Custom software development,Tier 2,United Kingdom,28.17,55,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-2340,Medium,Email,Pricing and licensing,Heather Urry,2023-06-13 11:58:37,2023-06-15 11:58:37,2023-06-13 12:58:37,2023-06-14 19:51:19,2023-06-13 12:28:39,9,2,Custom software development,Tier 2,Italy,31.88,30,0,0,0,2022-09-25,Junior,,
Resolved,TKT-2341,High,Chat,Feature request,Adolpho Messingham,2023-06-13 15:33:31,2023-06-14 15:33:31,2023-06-13 15:35:31,2023-06-13 19:30:08,2023-06-13 15:35:16,60,,Other,Tier 2,Italy,3.94,2,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-2342,Low,Email,Feature request,Sheela Cutten,2023-06-13 07:16:46,2023-06-15 07:16:46,2023-06-13 08:16:46,2023-06-14 18:46:17,2023-06-13 10:44:37,2,4,Ready to use Software,Tier 1,Germany,35.49,208,0,0,1,2019-07-10,Senior,,
Closed,TKT-2343,High,Email,Purchasing and invoicing,Kristos Westoll,2023-06-13 08:41:04,2023-06-15 08:41:04,2023-06-13 09:41:04,2023-06-15 16:27:17,2023-06-13 09:30:05,3,5,Custom software development,Tier 1,Greece,55.77,49,0,1,0,2021-10-18,Mid-Level,,
Closed,TKT-2344,Low,Chat,Feature request,Bernard Beckley,2023-06-13 17:13:06,2023-06-14 17:13:06,2023-06-13 17:15:06,2023-06-14 14:51:07,2023-06-13 17:14:24,6,5,Ready to use Software,Tier 1,Czech Republic,21.63,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-2345,Low,Email,Product setup,Connor Danielovitch,2023-06-13 09:35:27,2023-06-15 09:35:27,2023-06-13 10:35:27,2023-06-14 10:40:55,2023-06-13 09:55:02,3,4,Ready to use Software,Tier 1,France,25.09,20,0,0,0,2018-02-15,Senior,,
Resolved,TKT-2346,Low,Email,Product setup,Connor Danielovitch,2023-06-13 13:58:40,2023-06-15 13:58:40,2023-06-13 14:58:40,2023-06-14 23:28:31,2023-06-13 14:20:12,9,,Ready to use Software,Tier 1,Germany,33.5,22,0,0,0,2018-02-15,Senior,,
Closed,TKT-2347,Medium,Email,Bug report,Kristos Westoll,2023-06-13 01:46:10,2023-06-15 01:46:10,2023-06-13 02:46:10,2023-06-13 20:42:10,2023-06-13 01:54:22,8,4,Custom software development,Tier 1,Poland,18.93,8,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-2348,Low,Chat,Pricing and licensing,Sheela Cutten,2023-06-14 03:36:59,2023-06-15 03:36:59,2023-06-14 03:38:59,2023-06-15 03:32:20,2023-06-14 03:38:12,3,4,Ready to use Software,Tier 1,Republic of Ireland,23.92,1,0,0,0,2019-07-10,Senior,,
Resolved,TKT-2349,Low,Phone,Purchasing and invoicing,Nicola Wane,2023-06-14 05:05:18,2023-06-16 05:05:18,2023-06-14 05:07:18,2023-06-15 01:06:42,2023-06-14 05:10:53,6,,Ready to use Software,Tier 1,Germany,20.02,6,0,0,1,2021-03-12,Mid-Level,,
Resolved,TKT-2350,Medium,Email,Feature request,Sheela Cutten,2023-06-14 14:13:32,2023-06-16 14:13:32,2023-06-14 15:13:32,2023-06-15 04:54:37,2023-06-14 15:01:12,6,,Ready to use Software,Tier 1,Germany,14.68,48,0,0,0,2019-07-10,Senior,,
Closed,TKT-2351,Low,Phone,Product setup,Adolpho Messingham,2023-06-14 07:37:55,2023-06-16 07:37:55,2023-06-14 07:39:55,2023-06-15 11:12:44,2023-06-14 07:39:18,7,1,Ready to use Software,Tier 2,Republic of Ireland,27.58,1,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-2352,High,Email,Training request,Michele Whyatt,2023-06-14 19:25:36,2023-06-16 19:25:36,2023-06-14 20:25:36,2023-06-19 15:23:09,2023-06-14 19:27:40,10,,Training and Consulting Services,Tier 2,Bulgaria,115.96,2,0,1,0,2022-04-10,Junior,,
Closed,TKT-2353,Medium,Email,Product setup,Nicola Wane,2023-06-14 08:44:11,2023-06-16 08:44:11,2023-06-14 09:44:11,2023-06-16 11:16:15,2023-06-14 11:05:25,3,3,Training and Consulting Services,Tier 1,United Kingdom,50.53,141,0,1,1,2021-03-12,Mid-Level,,
Closed,TKT-2354,Medium,Email,Bug report,Sheela Cutten,2023-06-14 03:27:43,2023-06-16 03:27:43,2023-06-14 04:27:43,2023-06-15 19:29:36,2023-06-14 03:38:57,9,4,Ready to use Software,Tier 1,Czech Republic,40.03,11,0,0,0,2019-07-10,Senior,,
In Progress,TKT-2355,Medium,Chat,Pricing and licensing,Heather Urry,2023-06-15 07:44:22,2023-06-16 07:44:22,2023-06-15 07:46:22,,2023-06-15 07:45:53,7,,Ready to use Software,Tier 2,Austria,,2,0,,0,2022-09-25,Junior,,
Closed,TKT-2356,Medium,Chat,Feature request,Michele Whyatt,2023-06-15 09:33:18,2023-06-16 09:33:18,2023-06-15 09:35:18,2023-06-16 02:03:48,2023-06-15 09:38:33,6,3,Other,Tier 2,Slovenia,16.51,5,0,0,1,2022-04-10,Junior,,
In Progress,TKT-2357,High,Email,Feature request,Michele Whyatt,2023-06-15 03:11:42,2023-06-17 03:11:42,2023-06-15 04:11:42,,2023-06-15 03:36:32,5,,Custom software development,Tier 2,United Kingdom,,25,0,,0,2022-04-10,Junior,,
Closed,TKT-2358,Medium,Email,Product setup,Heather Urry,2023-06-15 19:11:03,2023-06-17 19:11:03,2023-06-15 20:11:03,2023-06-16 16:58:36,2023-06-15 20:05:41,8,1,Training and Consulting Services,Tier 2,Republic of Ireland,21.79,55,0,0,0,2022-09-25,Junior,,
Closed,TKT-2359,Low,Chat,Product setup,Adolpho Messingham,2023-06-15 03:22:26,2023-06-16 03:22:26,2023-06-15 03:24:26,2023-06-15 10:47:44,2023-06-15 03:24:14,4,3,Custom software development,Tier 2,France,7.42,2,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-2360,Low,Chat,Training request,Nicola Wane,2023-06-15 12:47:13,2023-06-16 12:47:13,2023-06-15 12:49:13,2023-06-16 08:59:24,2023-06-15 12:48:23,6,4,Training and Consulting Services,Tier 1,Germany,20.2,1,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-2361,Low,Email,Feature request,Heather Urry,2023-06-15 01:48:45,2023-06-17 01:48:45,2023-06-15 02:48:45,2023-06-15 05:51:56,2023-06-15 02:17:08,2,,Ready to use Software,Tier 2,Greece,4.05,28,0,0,0,2022-09-25,Junior,,
Closed,TKT-2362,Medium,Email,Training request,Heather Urry,2023-06-15 21:46:17,2023-06-17 21:46:17,2023-06-15 22:46:17,2023-06-17 08:17:10,2023-06-15 22:31:50,10,2,Training and Consulting Services,Tier 2,Poland,34.51,46,0,0,0,2022-09-25,Junior,,
Resolved,TKT-2363,Medium,Email,Feature request,Adolpho Messingham,2023-06-15 00:54:40,2023-06-17 00:54:40,2023-06-15 01:54:40,2023-06-16 20:27:14,2023-06-15 01:43:04,7,,Custom software development,Tier 2,United Kingdom,43.54,48,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-2364,Low,Email,Feature request,Connor Danielovitch,2023-06-16 21:52:30,2023-06-18 21:52:30,2023-06-16 22:52:30,2023-06-21 13:03:26,2023-06-16 22:45:23,1,,Custom software development,Tier 1,Czech Republic,111.18,53,1,1,0,2018-02-15,Senior,,
Closed,TKT-2365,Medium,Email,Purchasing and invoicing,Sheela Cutten,2023-06-16 11:53:56,2023-06-18 11:53:56,2023-06-16 12:53:56,2023-06-18 01:37:19,2023-06-16 12:23:34,1,4,Ready to use Software,Tier 1,Republic of Ireland,37.72,30,1,0,0,2019-07-10,Senior,,
Closed,TKT-2366,High,Email,Other,Kristos Westoll,2023-06-16 15:52:33,2023-06-18 15:52:33,2023-06-16 16:52:33,2023-06-18 14:06:05,2023-06-16 16:28:42,5,5,Ready to use Software,Tier 1,Greece,46.23,36,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-2367,Low,Chat,Product setup,Kristos Westoll,2023-06-16 09:59:53,2023-06-17 09:59:53,2023-06-16 10:01:53,2023-06-16 14:30:22,2023-06-16 10:01:29,3,4,Ready to use Software,Tier 1,Greece,4.51,2,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-2368,Low,Email,Pricing and licensing,Connor Danielovitch,2023-06-16 16:30:16,2023-06-18 16:30:16,2023-06-16 17:30:16,2023-06-20 04:22:07,2023-06-16 17:35:49,1,,Custom software development,Tier 1,Republic of Ireland,83.86,66,1,1,1,2018-02-15,Senior,,
In Progress,TKT-2369,Low,Chat,Product setup,Michele Whyatt,2023-06-16 06:07:53,2023-06-17 06:07:53,2023-06-16 06:09:53,,2023-06-16 06:09:10,4,,Custom software development,Tier 2,France,,1,0,,0,2022-04-10,Junior,,
Closed,TKT-2370,Low,Email,Pricing and licensing,Bernard Beckley,2023-06-16 14:52:30,2023-06-18 14:52:30,2023-06-16 15:52:30,2023-06-17 11:22:05,2023-06-16 15:42:36,10,4,Custom software development,Tier 1,Greece,20.49,50,0,0,0,2019-11-20,Senior,,
In Progress,TKT-2371,Medium,Email,Purchasing and invoicing,Adolpho Messingham,2023-06-16 18:36:18,2023-06-18 18:36:18,2023-06-16 19:36:18,,2023-06-16 18:46:25,1,,Ready to use Software,Tier 2,Republic of Ireland,,10,1,,0,2020-05-15,Mid-Level,,
Resolved,TKT-2372,Low,Chat,Pricing and licensing,Bernard Beckley,2023-06-16 18:14:15,2023-06-17 18:14:15,2023-06-16 18:16:15,2023-06-17 04:48:39,2023-06-16 18:14:55,3,,Ready to use Software,Tier 1,Spain,10.57,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-2373,High,Email,Bug report,Sheela Cutten,2023-06-16 03:03:28,2023-06-18 03:03:28,2023-06-16 04:03:28,2023-06-17 04:24:55,2023-06-16 04:01:06,3,4,Ready to use Software,Tier 1,France,25.36,58,0,0,0,2019-07-10,Senior,,
Closed,TKT-2374,Low,Email,Bug report,Bernard Beckley,2023-06-17 13:06:16,2023-06-19 13:06:16,2023-06-17 14:06:16,2023-06-18 07:10:39,2023-06-17 13:36:16,1,2,Ready to use Software,Tier 1,Poland,18.07,30,1,0,0,2019-11-20,Senior,,
Closed,TKT-2375,Low,Email,Pricing and licensing,Sheela Cutten,2023-06-17 06:29:35,2023-06-19 06:29:35,2023-06-17 07:29:35,2023-06-18 00:09:35,2023-06-17 07:26:15,6,4,Training and Consulting Services,Tier 1,United Kingdom,17.67,57,0,0,0,2019-07-10,Senior,,
In Progress,TKT-2376,Low,Chat,Pricing and licensing,Kristos Westoll,2023-06-17 06:31:32,2023-06-18 06:31:32,2023-06-17 06:33:32,,2023-06-17 06:37:19,9,,Ready to use Software,Tier 1,United Kingdom,,6,0,,1,2021-10-18,Mid-Level,,
Resolved,TKT-2381,Low,Chat,Feature request,Adolpho Messingham,2023-06-18 18:13:48,2023-06-19 18:13:48,2023-06-18 18:15:48,2023-06-20 07:45:45,2023-06-18 18:14:17,7,,Custom software development,Tier 2,United Kingdom,37.53,0,0,1,0,2020-05-15,Mid-Level,,
Closed,TKT-2382,Low,Chat,Pricing and licensing,Sheela Cutten,2023-06-18 14:10:22,2023-06-19 14:10:22,2023-06-18 14:12:22,2023-06-18 19:08:10,2023-06-18 14:10:47,3,3,Custom software development,Tier 1,Poland,4.96,0,0,0,0,2019-07-10,Senior,,
In Progress,TKT-2383,High,Chat,Product setup,Kristos Westoll,2023-06-19 07:11:25,2023-06-20 07:11:25,2023-06-19 07:13:25,,2023-06-19 07:13:44,6,,Ready to use Software,Tier 1,Spain,,2,0,,1,2021-10-18,Mid-Level,,
Closed,TKT-2384,Low,Chat,Pricing and licensing,Connor Danielovitch,2023-06-19 10:06:01,2023-06-20 10:06:01,2023-06-19 10:08:01,2023-06-20 08:41:32,2023-06-19 10:07:06,6,4,Custom software development,Tier 1,Italy,22.59,1,0,0,0,2018-02-15,Senior,,
In Progress,TKT-2385,Low,Email,Feature request,Adolpho Messingham,2023-06-19 02:56:47,2023-06-21 02:56:47,2023-06-19 03:56:47,,2023-06-19 03:19:47,1,,Other,Tier 2,Slovenia,,23,1,,0,2020-05-15,Mid-Level,,
Closed,TKT-2386,Low,Email,Product setup,Heather Urry,2023-06-19 09:47:32,2023-06-21 09:47:32,2023-06-19 10:47:32,2023-06-20 05:32:37,2023-06-19 10:25:29,1,5,Ready to use Software,Tier 2,Republic of Ireland,19.75,38,1,0,0,2022-09-25,Junior,,
In Progress,TKT-2387,Medium,Email,Bug report,Sheela Cutten,2023-06-19 15:00:04,2023-06-21 15:00:04,2023-06-19 16:00:04,,2023-06-19 15:04:14,9,,Custom software development,Tier 1,Austria,,4,0,,0,2019-07-10,Senior,,
In Progress,TKT-2388,Low,Email,Pricing and licensing,Sheela Cutten,2023-06-19 18:56:11,2023-06-21 18:56:11,2023-06-19 19:56:11,,2023-06-19 19:55:43,1,,Other,Tier 1,Czech Republic,,60,1,,0,2019-07-10,Senior,,
Resolved,TKT-2389,Medium,Email,Feature request,Connor Danielovitch,2023-06-19 13:19:08,2023-06-21 13:19:08,2023-06-19 14:19:08,2023-06-19 20:41:52,2023-06-19 13:32:29,7,,Ready to use Software,Tier 1,Austria,7.38,13,0,0,0,2018-02-15,Senior,,
Closed,TKT-2390,Low,Email,Purchasing and invoicing,Bernard Beckley,2023-06-20 05:58:21,2023-06-22 05:58:21,2023-06-20 06:58:21,2023-06-22 01:44:27,2023-06-20 06:03:17,1,5,Other,Tier 1,United Kingdom,43.77,5,1,0,0,2019-11-20,Senior,,
In Progress,TKT-2391,Low,Chat,Product setup,Nicola Wane,2023-06-20 03:21:33,2023-06-21 03:21:33,2023-06-20 03:23:33,,2023-06-20 03:22:40,5,,Ready to use Software,Tier 1,Czech Republic,,1,0,,0,2021-03-12,Mid-Level,,
Closed,TKT-2392,Low,Email,Pricing and licensing,Bernard Beckley,2023-06-20 00:42:46,2023-06-22 00:42:46,2023-06-20 01:42:46,2023-06-23 15:17:53,2023-06-20 01:41:53,3,2,Other,Tier 1,Bulgaria,86.59,59,0,1,0,2019-11-20,Senior,,
Closed,TKT-2393,Low,Phone,Product setup,Connor Danielovitch,2023-06-20 03:00:12,2023-06-22 03:00:12,2023-06-20 03:02:12,2023-06-21 10:31:18,2023-06-20 03:00:50,3,3,Ready to use Software,Tier 1,United Kingdom,31.52,1,0,0,0,2018-02-15,Senior,,
Closed,TKT-2394,Low,Chat,Other,Connor Danielovitch,2023-06-20 04:41:46,2023-06-21 04:41:46,2023-06-20 04:43:46,2023-06-20 23:55:57,2023-06-20 04:43:06,3,4,Ready to use Software,Tier 1,Italy,19.24,1,0,0,0,2018-02-15,Senior,,
Closed,TKT-2395,High,Email,Product setup,Michele Whyatt,2023-06-21 19:25:13,2023-06-23 19:25:13,2023-06-21 20:25:13,2023-06-22 16:57:48,2023-06-21 19:40:16,10,1,Ready to use Software,Tier 2,United Kingdom,21.54,15,0,0,0,2022-04-10,Junior,,
Resolved,TKT-2396,High,Email,Pricing and licensing,Bernard Beckley,2023-06-21 17:34:47,2023-06-23 17:34:47,2023-06-21 18:34:47,2023-06-23 07:58:31,2023-06-21 18:09:40,7,,Custom software development,Tier 1,Germany,38.4,35,0,0,0,2019-11-20,Senior,,
Resolved,TKT-2397,Low,Email,Other,Connor Danielovitch,2023-06-21 05:06:53,2023-06-23 05:06:53,2023-06-21 06:06:53,2023-06-22 08:11:45,2023-06-21 05:32:02,2,,Custom software development,Tier 1,Poland,27.08,25,0,0,0,2018-02-15,Senior,,
Closed,TKT-2398,Low,Email,Purchasing and invoicing,Connor Danielovitch,2023-06-21 19:47:41,2023-06-23 19:47:41,2023-06-21 20:47:41,2023-06-22 13:39:42,2023-06-21 19:50:01,10,5,Ready to use Software,Tier 1,Bulgaria,17.87,2,0,0,0,2018-02-15,Senior,,
Closed,TKT-2399,High,Chat,Product setup,Heather Urry,2023-06-21 10:02:44,2023-06-22 10:02:44,2023-06-21 10:04:44,2023-06-22 17:22:19,2023-06-21 10:03:28,4,3,Custom software development,Tier 2,United Kingdom,31.33,1,0,1,0,2022-09-25,Junior,,
Closed,TKT-2400,High,Chat,Feature request,Nicola Wane,2023-06-21 22:56:11,2023-06-22 22:56:11,2023-06-21 22:58:11,2023-06-27 19:57:56,2023-06-21 22:57:40,6,3,Ready to use Software,Tier 1,Poland,141.03,1,0,1,0,2021-03-12,Mid-Level,,
Resolved,TKT-2401,Low,Chat,Other,Connor Danielovitch,2023-06-21 18:25:14,2023-06-22 18:25:14,2023-06-21 18:27:14,2023-06-22 15:59:52,2023-06-21 18:28:57,4,,Ready to use Software,Tier 1,Spain,21.58,4,0,0,1,2018-02-15,Senior,,
